common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),,last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo LINK,highside_DBH(m),rank,top_lists,tree_sp_code,sp_split_range,datum,Year_only _last_measured,Year_only_nominated
arbutus,72,Foster Pt Rd Arbutus,330,32.2,1.7,17,,4/19/2025,5/1/1986,Foster Point Rd.,Thetis Island,Provincial land,,48.97415,-123.672263,20,"From Thetis Island ferry terminal at Preedy Harbour, follow Foster Point Rd. south for 850 m. Tree is on west side of Rd., 650 m south of Telegraph Harbour turnoff, approximately 30 m north of Highways works yard.",Beside roadway; possible damage from vehicles. Crown has been prunned back. ,Robert Ringma,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/72_Ra_FosterPtRd_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/72_Ra_FosterPtRd_CL_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/72_Ra_FosterPtRd_TN_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/72_Ra_FosterPtRd_TN_3.jpg"" target=""_blank"">4</a>   ",,3,1,10,,,2025,1986
arbutus,64,,313,24.4,1.78,15.3,,3/12/2002,5/1/1984,Garnet Point,Savary Island,Private land,,49.940556,-124.776944,15,Private land - please respect private property and view from a distance.  Savory Shores subdivision.  Owner has fenced the tree to protect it.,Very healthy.,Randy Stoltmann,,,,Kathy Dunster,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/64_Ra_Garne_KD_1.jpg"" target=""_blank"">1</a>            ",,4,1,10,,,2002,1984
arbutus,1984,Giant Arbutus,297,32.5,1.49,7.3,,10/18/2025,12/9/2025,Mount Parke,Mayne Island,Parks/reserves,Mount Parke RP,48.842351,-123.2855,91,"From Mount Parke parking lot, follow main trial until ""Giant Arbutus"" signs.","Large, conspicuous arbutus in older second growth with some remnant primary forest. Tree is leaning heavily but generally healthy. Large basal scar suggests there may have been a second stem at one point that fell off and has since decomposed. Elevated rocky outcropping with low salal and moss understory with Doug-fir, redcedar, and arbutus around.",Jon Degner,Katie Nott,,,Jon Degner,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1984_Ra_Mayne_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1984_Ra_Mayne_JD_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1984_Ra_Mayne_JD_3.jpg"" target=""_blank"">3</a>      ",,5,1,10,,WGS 84,2025,2025
arbutus,62,Seafield Arbutus,289,21,1.62,23,,5/1/2000,5/1/1984,Esquimalt Lagoon,Esquimalt,Private land,,hidden,,10,Private land - exact location is withheld.,A beautiful healthy arbutus on a flat farm close the ocean.  The tree shades an old cottage believed to have been used by Emily Carr.,Al Carder,,,,A MacKinnon,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/62_Ra_Esqu_AC_1.jpg"" target=""_blank"">1</a>            ",,6,1,10,,,2000,1984
arbutus,1914,,283,28,1.42,18.9,,10/10/2025,11/3/2025,Cordova Bay Rd,Saanich,Parks/reserves,PKOLS - Mount Douglas,48.499145,-123.339394,49,"From the Mt Doug beach parking lot, take the paved trail at the end of the parking lot up towards Cordova Bay Rd. The tree is on the east side of the road between the road and trail just before the crosswalk. Impossible to miss when driving through the park.",On the side of the road with a big scar facing the pavement. Hollow in the base but nice full crown and very healthy looking.,Jonathan Van Elslander,,,,Jonathan Van Elslander,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1914_Ra_PKOLS_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1914_Ra_PKOLS_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1914_Ra_PKOLS_JV_3.jpg"" target=""_blank"">3</a>      ",,7,1,10,,,2025,2025
arbutus,1497,Upper Level,282,26,1.39,30,,4/19/2023,3/8/2024,Beach Trail,Metchosin,Parks/reserves,Witty's Lagoon RP,48.389168,-123.524167,30,Metchosin Road to Beach Trail access,,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1497_Ra_WittysLagoon_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1497_Ra_WittysLagoon_TN_2.jpg"" target=""_blank"">2</a>         ",,8,1,10,,,2023,2024
arbutus,177,Witty's Lagoon Arbutus,273,28,1.33,21,,2/20/1999,2/20/1999,Witty's Lagoon,Sooke,Parks/reserves,Witty's Lagoon RP,48.392353,-123.515892,,To north of trail immediately after entering through Regional Park main entrance.,Healthy with minor defects.,Hans Roemer,,,,Hans Roemer,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/177_Ra_Witty_TW_1.jpg"" target=""_blank"">1</a>            ",,9,1,10,,,1999,1999
arbutus,1743,,254,19.4,1.38,24.2,,1/9/2025,4/3/2025,Tower Point,Metchosin,Parks/reserves,Witty's Lagoon RP,48.385098,-123.50817,10,On unnamed trail 150m from Tower Point parking lot.,"On bluff edge above Witty's Lagoon adjacent to open field. Crown healthy, scar on inside of fork. Large branch/fork comes off below DBH just above ground.",Jonathan Van Elslander,,,,Jonathan Van Elslander,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1743_Ra_TowerPt_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1743_Ra_TowerPt_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1743_Ra_TowerPt_JV_3.jpg"" target=""_blank"">3</a>      ",1.36,10,1,10,,NAD 83,2025,2025
arbutus,2001,Crofton Ferry Arbutus,242,16.5,1.33,28,,4/20/2025,11/29/2025,Ferry landing,Crofton,Provincial land,BC Trans. Authority,48.865833,-123.640278,10,Situated beside the parking lot at the Ferry Landing.,none,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2001_Ra_FerryArbutus_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2001_Ra_FerryArbutus_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2001_Ra_FerryArbutus_TN_3.jpg"" target=""_blank"">3</a>      ",,11,2,10,,,2025,2025
arbutus,1452,Sebastion,238,21,1.23,21,,9/8/2023,2/23/2024,Sebastion Road ,Lantzville,Private land,,49.255551,-124.082778,11,"Private land - please respect private property and view from a distance.  From Lantzville Road, turn right down Sebastion Road, heading for the beach. The tree will be easily visible on your right.","During recent water main construction during the last several years, a limb was removed, but this tree remains in excellent health. It’s very popular with local residents.",Mick Bailey,,,,Mick Bailey,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1452_Ra_Sebastion_MB_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1452_Ra_Sebastion_MB_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1452_Ra_Sebastion_MB_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1452_Ra_Sebastion_MB_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1452_Ra_Sebastion_MB_5.jpg"" target=""_blank"">5</a>",,12,2,10,,,2023,2024
arbutus,1915,,218,20,1.12,17.5,,10/17/2025,11/3/2025,Crekeye Point Trail,East Sooke,Parks/reserves,East Sooke RP,48.325662,-123.631013,5,"From Ayland Farm parking lot, take accessible trail to the water and turn left onto Crekeye Point trail. Tree is located at the junction where the point trail loops around and splits off to the point.",Rotted out at the base on one side and a couple dead lower branches but top seems healthy. Mossy for an arbutus. Crown reaches towards the sea. On the side of the trail and the very edge of a seaside bluff,Jonathan Van Elslander,,,,Jonathan Van Elslander,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1915_Ra_EastSooke_JV_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1915_Ra_EastSooke_JV_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1915_Ra_EastSooke_JV_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1915_Ra_EastSooke_JV_4.jpg"" target=""_blank"">4</a>   ",,13,2,10,,,2025,2025
arbutus,1496,Sea Level Dream,211,17.8,1.13,16,,4/19/2023,3/8/2024,Beach Trail,Metchosin,Parks/reserves,Witty's Lagoon RP,48.385556,-123.515556,3,Metchosin Road to Beach Trail access,,Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1496_Ra_WittysLagoon_TN_1.jpg"" target=""_blank"">1</a>            ",,14,2,10,,,2023,2024
Bebbs willow,354,Bebb's #1,152,17,0.71,9,,7/1/2011,2/13/2012,Acles River,Clayhurst,Unknown,,56.50138,-120.15247,769,,On rich floodplain with cottonwood and white spruce. Understory with Calamagrostis canadensis. Rare lichen (Flavopunctelia flaventior) growing on the large Salix bebbiana.,Patrick Williston,,,,Darrell Peters,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/354_Wb_Acles_PW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/354_Wb_Acles_PW_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/354_Wb_Acles_PW_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/354_Wb_Acles_PW_4.jpg"" target=""_blank"">4</a>   ",,1,1,46,,NAD 83,2011,2012
Bebbs willow,355,,130,17,0.54,8,,7/1/2011,2/13/2012,Acles River,Clayhurst,Unknown,,56.50138,-120.15247,769,,On rich floodplain with cottonwood and white spruce. Understory with Calamagrostis canadensis.,Patrick Williston,,,,Darrell Peters,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/355_Wb_Acles2_PW_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/355_Wb_Acles2_PW_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/355_Wb_Acles2_PW_3.jpg"" target=""_blank"">3</a>      ",,2,1,46,,NAD 83,2011,2012
bigleaf maple,191,Duncan Maple,"481""",27.4,2.93,33.5,,5/6/1999,5/6/1999,Harrison Mills,Harrison Mills,Private land,,no access,,,Private land - exact location is withheld.,"Healthy with low forking branches, massive crown spread, and oval trunk.  The tree is 13 feet (maybe more) at its widest. The crown is wider than the tree is tall.",Shaun Muc,,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/191_Mb_HarrisonM_SM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/191_Mb_HarrisonM_SM_2.jpg"" target=""_blank"">2</a>         ",,multi,,6,,,1999,1999
bigleaf maple,1627,Proxy,"443""",40.2,2.41,16,,4/1/2024,11/11/2024,Old Growth Trail,Chemainus,Parks/reserves,Eves PP,48.861389,-123.7,40,"Turn from highway onto Mt Sicker Rd, turn right at Westholme Rd. Look for obscure sign above the left for Eves.","Maple had recently been damaged in a winter storm, and had half of the tree spread out on the ground. There remaining tree appeared healthy and ready to put on some more girth.",Terry Nelson,,,,Terry Nelson,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1627_Mb_Eve_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1627_Mb_Eve_TN_2.jpg"" target=""_blank"">2</a>         ",,multi,,6,,,2024,2024
bigleaf maple,222,,"438""",27.7,2.64,24.1,,1/15/2000,1/15/2000,Miracle Valley,Durieu,Private land,,49.199251,-122.259822,,"Private land - please respect private property and view from a distance.  
Tree is near Dale Rd. and Stave Lake Rd., south west of Durieu.","Healthy, thick swollen base. Sitting beside four large firs.",Shaun Muc,,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/222_Mb_MiracleV_SM_1.jpg"" target=""_blank"">1</a>            ",,multi,,6,,,2000,2000
bigleaf maple,452,Woolly Giant,"369""",24.1,2.16,26.1,,2/5/2019,2/25/2019,Mossome Grove,Port Renfrew,Woodlot Lic.,1957,hidden,,,Near the San Juan Giant (ID# 175),The most notable feature of this super shaggy maple tree is an enormously long branch the extends roughly 20m out from the trunk of the tree!!,TJ Watt,Ken Wu,Andrea Inness,,A MacKinnon,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/452_Mb_Mossome_Woolly1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/452_Mb_Mossome_Woolly1b.jpg"" target=""_blank"">2</a>         ",,multi,,6,,,2019,2019
bigleaf maple,56,,533,29,3.41,20,,5/1/1992,5/1/1980,Stanley Park,Vancouver,Parks/reserves,Stanley Park,49.304988,-123.152831,40,"Follow Rawlings Trail ~200m south of Hollow Tree to large trailside maple (tree 54). Target tree is visible ~50m east. Follow 2019 gps coordinates, which should be accurate to <6m. ","2019 (DBH 3.37, Crown 22.3); 2016 (Ht 32.1, DBH 3.35). Middle slope, straight.  WSW aspect, ca. 10% slope.",Randy Stoltmann,,,,Randy Stoltmann,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/56_Mb_StanleyPark_CS_5.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/56_Mb_StanleyPark_CS_6.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/56_Mb_StanleyPark_CS_4.jpg"" target=""_blank"">3</a>      ",,1,1,6,,,1992,1980
bigleaf maple,54,,505,29.5,3.19,17,,10/20/2019,5/1/1980,Stanley Park,Vancouver,Parks/reserves,Stanley Park,49.30492,-123.15322,40,"Immediately adjacent Rawlings Trail, ~200m south of Hollow Tree. Follow 2019 gps coordinates, which should be accurate to <6m. ",Lots of cobbles on mid slope site. Mostly second-growth conifers believed to have regenerated following Hurricane Freda (1962).,Randy Stoltmann,,,,Ira Sutherland,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/54_Mb_StanleyPark_CS_6.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/54_Mb_StanleyPark_CS_5.jpg"" target=""_blank"">2</a>         ",,2,1,6,,WGS 84,2019,1980
bigleaf maple,194,,482,29.5,2.95,26.5,,10/20/2019,4/1/1999,Stanley Park,Vancouver,Parks/reserves,Stanley Park,49.30446,-123.15134,40,"Off trail roughly equidistant between Lake Trail, Thompson Trail, and Meadow Trail. ",Lots of cobbles on mid to upper slope site. Moslty second-growth conifers believed to have regenerated following Hurricane Freda (1962).,Shaun Muc,,,,Ira Sutherland,b,0,,,3,1,6,,WGS 84,2019,1999
bigleaf maple,135,,461,26.8,2.86,22.9,,2/1/2000,4/6/1992,Camp River Rd.,Chilliwack,Private land,,49.19799,-121.87599,,"Private land - please respect private property and view from a distance.  
Tree is at 48670 Camp River Rd.",Healthy with some rot in center and an unusually massive single trunk.,Ralf Kelman,,,,Ralf Kelman,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/135_Mb_CampRR_sm_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/135_Mb_CampRR_sm_2.jpg"" target=""_blank"">2</a>         ",,4,1,6,,,2000,1992
bigleaf maple,1134,,461,42.4,2.45,22.7,,3/5/2022,5/2/2022,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.190067,-122.040762,14,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,Colin Spratt,Ian Thomas,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1134_Mb_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>            ",,5,1,6,,WGS 84,2022,2022
bigleaf maple,1373,Dancing Giant,433,31.4,2.48,28.2,,3/1/2024,9/23/2023,Highway 19A,Qualicum Bay,Provincial land,Min. Transport,49.375915,-124.571607,72,"This tree is pretty easy to get to from the highway. It's located pretty close to a small turnout, and is not far from the road.","There is a big fairy hole in the tree, leading to a hollow interior. The branches sweep around the hole in a way that it almost looks like the tree is dancing. The trunk is akwardly shaped, and its size will very alot with small changes in measurement height. Some lungwort can be found around the tree, indicative of a healthy forest. ",Sebastian Lamb,,,,Jon Degner,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1373_Mb_DancingGiant_SL1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1373_Mb_DancingGiant_MB4.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1373_Mb_DancingGiant_MB2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1373_Mb_DancingGiant_MB1.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1373_Mb_DancingGiant_MB3.jpg"" target=""_blank"">5</a>",,6,1,6,,,2024,2023
bigleaf maple,1358,,425,28.1,2.48,31.5,,6/25/2023,7/1/2023,Cowichan Bay,Cowichan Bay,Parks/reserves,Maple Grove Com. Park,48.755203,-123.653998,6,"The tree is right off Lochmanetz Road, within Maple Grove Community Park. There is a fence preventing access from Lochmanetz, and extensive blackberry brambles preventing access from all other sides.","The tree is healthy with a massive, sprawling crown. The surrounding site is very rich and extremely overgrown with dense thickets of Himalayan blackberry",Jon Degner,,,,Jon Degner,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1358_Mb_MapleGrove_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1358_Mb_MapleGrove_3.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1358_Mb_MapleGrove_1.jpg"" target=""_blank"">3</a>      ",,7,1,6,,WGS 84,2023,2023
