common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo formula,highside_DBH(m),top_lists,tree_sp_code,sp_split_range
black cottonwood*,1005,,590,54.8,3.14,26.5,2021,2021,Bert Brink Wildlife MA,Chilliwack,Parks/reserves,Bert Brink Wildlife MA,49.135494,-122.088187,6,"Turn off HWY 1 in Chilliwack onto Industrial Way, turning West shortly afterwards onto Dyke Crest Road. Park along this road and bushwhack in. Proceed with caution, the area is thick with blackberry.",Cottonwood with a huge hollow,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1005_Act_Bert_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1005_Act_Bert_SO_2.jpg"" target=""_blank"">2</a>         ",,1,37,c
black cottonwood*,210,,545,34.7,3.33,22.6,2001,2000,Sumas River,Chilliwack,Provincial land,,49.136214,-122.076735,,"Near the Sumas River and CNR railway trachs and bridge on Defense (DND) land, west of Chilliwack.","Very old and damaged, but living with new leaders.  Tree lost one of five trunks, looks like a multi-trunked giant maple, broken top. CWHdm.",Ralf Kelman,Robert Van Pelt,Shaun Muc,,Ralf Kelman,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/210_Act_suma_RK_1.jpg"" target=""_blank"">1</a>            ",,1,37,c
black cottonwood*,127,,539,36.7,3.22,24.3,2021,1992,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.198772,-122.024582,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.","Since last measurement in 1992 this tree has changed by -7.3 m in height, +3 cm in dbh and +80 cm in crownspread.",Will Koop,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/127_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/127_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/127_Act_Skumalasph_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/127_Act_Skumalasph_SO_4.jpg"" target=""_blank"">4</a>   ",,1,37,c
black cottonwood*,998,,539,57.7,2.67,23.9,2021,2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.186152,-122.026531,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/998_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/998_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/998_Act_Skumalasph_SO_3.jpg"" target=""_blank"">3</a>      ",,1,37,c
black cottonwood*,143,,531,46.9,2.87,26.2,1993,1993,Skumalasph Island,Deroche,First Nations,,49.200483,-122.025311,10,"First Nation Reserve - please contact First Nations for permission. 
From Hwy 7, follow Malcom Rd. east, turn right over bridge into Skumalasph Island. At sharp left turn approx. 1.5 km beyond bridge, follow spur road to right. Hike northwest along slough from end of spur. Tree is in grove east of slough.",CWHdm,Randy Stoltmann,Will Koop,Ralph Kelman,,Randy Stoltmann,b,0,,,1,37,c
black cottonwood*,211,,528,42.1,3,22.6,2001,2000,Sumas River,Chilliwack,Provincial land,,49.135891,-122.076838,,"Near the Sumas River and CNR railway trachs and bridge on Defense (DND) land, west of Chilliwack.",Massive single trunk to broken top with big new leader. CWHdm.,Ralf Kelman,Robert Van Pelt,Shaun Muc,,Ralf Kelman,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/211_Act_suma2_sm_1.jpg"" target=""_blank"">1</a>            ",,1,37,c
black cottonwood*,979,,526,45.3,2.89,24.8,2021,2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.204156,-122.007782,15,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Tree is located on the righthand side of Dyke Road 500m from the last turn. Request permission from Bands before access.",,Sean O'Rourke,,,,Ira Sutherland,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/979_Act_Corey_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/979_Act_Corey_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/979_Act_Corey_SO_3.jpg"" target=""_blank"">3</a>      ",,1,37,c
black cottonwood*,150,,525,43.3,2.91,28.3,1993,1993,Skumalasph Island,Deroche,First Nations,,49.191682,-122.049504,,"First Nation Reserve - please contact First Nations for permission.  
From Highway 7, 200 m south of Nicomen Slough bridge, turn east on road for 1 km to dike at Zaitscullachan Slough, turn left and then right across slough. Follow bushy track east for approximately 500 m to big trees. This tree is south of track (10U 5692 54490).",River floodplain site.,Will Koop,Ralph Kelman,,,Ralf Kelman,b,0,,,1,37,c
black cottonwood*,149,,504,43.9,2.76,23.5,1993,1993,Skumalasph Island,Deroche,First Nations,,49.191682,-122.049504,,"First Nation Reserve - please contact First Nations for permission.  
From Highway 7, 200 m south of Nicomen Slough bridge, turn east on road for 1 km to dike at Zaitscullachan Slough, turn left and then right across slough. Follow bushy track east for approximately 500 m to big trees.",River floodplain site.,Will Koop,Ralph Kelman,,,Ralf Kelman,b,0,,,1,37,c
black cottonwood*,120,,499,38.7,2.82,27.7,2008,1992,Woodwards Landing,Richmond,Municipal/city,,49.126357,-123.102673,2,"South end of Shell Rd. in Richmond. East of road and railway tracks, between slough and industrial park.",CDFmm,Ralf Kelman,,,,Ralf Kelman,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/120_Act_Richmond_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/120_Act_Richmond_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/120_Act_Richmond_SO_3.jpg"" target=""_blank"">3</a>      ",,2,37,c
black cottonwood*,147,,492,42.7,2.66,28,1993,1993,Skumalasph Island,Deroche,First Nations,,49.191682,-122.049504,,"First Nation Reserve - please contact First Nations for permission.  
From Highway 7, 200 m south of Nicomen Slough bridge, turn east on road for 1 km to dike at Zaitscullachan Slough, turn left and then right across slough. Follow bushy track east for approximately 500 m to big trees.",River floodplain site.,Will Koop,Ralph Kelman,,,Ralf Kelman,b,0,,,2,37,c
black cottonwood*,978,,485,40.7,2.64,30.3,2021,2021,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.190745,-122.0547,15,"From Highway 7 near Deroche, turn East on to Athney No. 2 Road. Turn West on to Tremblay Island Road. After crossing the bridge and arriving on Skumalasph Island, park on the side of the road. Bushwhack in. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.","Large branch has recently broken off, revealing extensive honeycomb",Sean O'Rourke,,,,Ira Sutherland,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/978_Act_Honey_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/978_Act_Honey_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/978_Act_Honey_SO_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/978_Act_Honey_SO_4.jpg"" target=""_blank"">4</a>   ",,2,37,c
black cottonwood*,1125,,482,37.2,2.74,25.7,2022,2022,Dyke Crest Road,Chilliwack,Parks/reserves,Bert Brink Wildlife MA,49.137844,-122.071021,11,"Turn off HWY 1 in Chilliwack onto Industrial Way, turning West shortly afterwards onto Dyke Crest Road. Park along this road and bushwhack in. Proceed with caution, the area is thick with blackberry.","Multi-stem cottonwood, many sections of the trunk have been chain-sawed off, reducing the diameter measure.",Sean O'Rourke,,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1125_Act_Sumas_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1125_Act_Sumas_SO_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1125_Act_Sumas_SO_3.jpg"" target=""_blank"">3</a>      ",,2,37,c
black cottonwood*,1133,,480,49.7,2.37,28.5,2022,2022,Skumalasph Island,Deroche,First Nations,Skumalasph IR 16,49.189949,-122.043323,14,"From Highway 7 near Deroche, turn East on to Malcom Road, turning right a short ways after onto Dyke Road. Park at the gate and walk south along Dyke Road until you find a place clear enough to enter the forest and bushwhack to the tree. Proceed with caution, as this Island is full of blackberry and bushwhacking is very difficult. Request permission from Bands before access.",,Sean O'Rourke,Colin Spratt,Ian Thomas,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1133_Act_Skumalasph_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1133_Act_Skumalasph_SO_2.jpg"" target=""_blank"">2</a>         ",,2,37,c
black cottonwood*,146,,477,37.8,2.72,21,1993,1993,Skumalasph Island,Deroche,First Nations,,49.191682,-122.049504,,"First Nation Reserve - please contact First Nations for permission. 
From Highway 7, 200 m south of Nicomen Slough bridge, turn east on road for 1 km to dike at Zaitscullachan Slough, turn left and then right across slough. Follow bushy track east for approximately 500 m to big trees.",River floodplain site.,Will Koop,Ralph Kelman,,,Ralf Kelman,b,0,,,2,37,c
black cottonwood*,292,,459,50.14,2.2,28,2014,2003,Landstrom Bar,Hope,Provincial land,,49.3788,-121.4686,25,"Tree is located just south of the old KVR rail line, the line can be accessed from Highway 7 or from the trail at the end of Landstrom Road (see the trail and topographic access maps).  Near Hope - NTS92 H/6 west side.",Healthy.,Anthony Dal Bello,,,,Anthony Dal Bello,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/292_Act_Land_AD_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/292_Act_Land_AD_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/292_Act_Land_AD_1.jpg"" target=""_blank"">3</a>      ",,2,37,c
black cottonwood*,1124,,451,57.3,2,19,2022,2022,Frances Lake,Boothroyd,Parks/reserves,Nahatlatch PP,50.007637,-121.670564,319,"Boat access only. Drive up the Nahatlatch River and park near the first lake (Frances Lake). Paddle to a flat of land on the opposite side of the lake and hike to the tree, as per coordinates.",,Sean O'Rourke,Cullen Simcic-Higgins,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1124_Act_Nahatlatch_SO_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1124_Act_Nahatlatch_SO_2.jpg"" target=""_blank"">2</a>         ",,2,37,c
black cottonwood*,80,,420,41,2.18,19,1986,1986,19 Mile Creek,Whistler,Unknown,,50.149437,-122.959715,,,"Tree was reported dead and gone in 1999, and alive by Shaun Muc in 2020.",Randy Stoltmann,,,,Randy Stoltmann,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/80_Act_19Mile_SM.jpg"" target=""_blank"">1</a>            ",,2,37,c
black cottonwood*,1174,,403,53.9,1.63,29,2022,2022,Oyster River,Oyster River,Parks/reserves,Oyster R. Nature Park,49.8686,-125.12405,9,"Exiting off of Highway 19A onto Terrain Road, take your first right onto Regent Road. Continue on Regent Road, until you pass over the bridge going over the Oyster River. Once over the bridge, the trail you want to be on is direclty to the left. It is wide and easily seen from the road. There is a small pull out that can be parked on. Across from the streeet (by the telephone pole) there is an older trail sign. You do not want to go down this trail, but that is an indication you are in the correct area. Starting down the trail (on the left), walk for a mere 1-2 minutes and this large black cottonwood will be on your left hand side.","The overall health of the tree is excellent with crown and stem intact. Lots of shrubbery below the tree, and it has a very even, continuous, tall stem. It is very noticiable, and stands out amongst other, smaller trees nearby. The ground is very flat.",Jarratt Hunter,Kim Heckels,,,Greg Herringer,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1174_Act_Oyster_JH2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1174_Act_Oyster_MB1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1174_Act_Oyster_MB2.jpg"" target=""_blank"">3</a>      ",,2,37,c
black cottonwood*,1175,,377,48.1,1.64,20,2022,2022,Oyster River,Oyster River,Parks/reserves,Oyster R. Nature Park,49.86892,-125.12368,9,"Exiting off of Highway 19A onto Terrain Road, take your first right onto Regent Road. Continue on Regent Road, until you pass over the bridge going over the Oyster River. Once over the bridge, the trail you want to be on is direclty to the left. It is wide and easily seen from the road. There is a small pull out that can be parked on. Across from the streeet (by the telephone pole) there is an older trail sign. You do not want to go down this trail, but that is an indication you are in the correct area. Starting down the trail (on the left), walk for 1-2 minutes and the first large black cottonwood will be on your left hand side (tree # 1174). This tree is just a little further, also on the left. It is a bit further off the trail than the first, but its crown is very visible and it does stick out quite a bit amongst the other trees!","Overall, the tree seems to be in good health. It is quite tall, and has a huge canopy. The slope is completely flat.",Jarratt Hunter,Kim Heckels,,,Greg Herringer,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1175_Act_Oyster_MB1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1175_Act_Oyster_MB2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1175_Act_Oyster_MB3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1175_Act_Oyster_JH1.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1175_Act_Oyster_CC2.jpg"" target=""_blank"">5</a>",,3,37,c
black cottonwood*,1144,Oyster River Giant,376,49.7,1.61,16.9,2022,2022,Fisherman' Trail,Oyster River,Parks/reserves,Oyster R. Nature Park,49.86994,-125.125559,7,From Highway 19A turn onto Glenmore Road. Continue on Glenmore until you reach the Oyster River Nature Park parking lot. The tree is located only a few metres from the trail as you enter the Oyster River Nature Park from the bottom parking lot near the old Fishermens Lodge Pub. It is on the left hand side of the trail and is very noticable. ,The tree has an extremely columnar trunk with no noticeable taper until the first branching at approxumately 25-30m. The tree appears to be in good health with a nearly symmetrical radial crown. There is what appears to be a small 15-20cm diameter secondary trunk originating near the base of the tree that has self-grafted to the vastly larger main trunk. It has been completely incorporated intomthe main stem and cannot be differentiated beyind the 8-10m height on the mainstem. I would consider it to be an integral part of the tree. The tree appears to be in very good health with no broken limbs or apparent cavities in the main stem.,Jarratt Hunter,Kim Heckels,Callie Bouchard,Brendan Borg,Greg Herringer,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1144_Act_Oyster_GH_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1144_Act_Oyster_JH_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1144_Act_Oyster_GH_2.jpg"" target=""_blank"">3</a>      ",,3,37,c
black cottonwood*,619,,366,48.5,1.59,13.5,2022,2021,Vedder River trail,Chilliwack,Municipal/city,,49.089167,-122.055833,10,"Can be accessed from east and west via the Rotary trail. Nearest parking at the Greta Blue Heron Reserve. Walk south on the trail through the reserve, then turn left onto Rotary trail. Tree is on the right side of the trail, just after a wooden bridge over a creek. It's about halfay between the Heron Reserve and the junction of the trail with Dyke Crest Road.","Healthy cottonwood beside trail, near a creek that runs into north side of Vedder river. Abdundant foliage. ",Paul Levett,Margaret Levett,,,Sean O'Rourke,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/619_Act_Vedder_PL_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/619_Act_Vedder_SO_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/619_Act_Vedder_SO_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/619_Act_Vedder_SO_3.jpg"" target=""_blank"">4</a>   ",,3,37,c
black cottonwood*,228,,363,57.6,1.31,14.6,2000,1993,Skagit River  ER,Hope,Parks/reserves,Skagit R. Cottonwoods ER,missing,,,The ecological reserve is in Skagit Valley Provincial Park on the Whatcom Trail.,"Healthy, narrow crown.",Randy Stoltmann,,,,Shaun Muc,b,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/228_Act_skag_SM_1.jpg"" target=""_blank"">1</a>            ",,3,37,c
